,month_date_yyyymm,postal_code,zip_name,median_listing_price,active_listing_count
3007750,202504,77489,"missouri city, tx",261975.0,
3007751,202504,54895,"weyerhaeuser, wi",533450.0,
3007752,202504,24151,"rocky mount, va",356224.0,
3007674,202504,95005,"ben lomond, ca",899000.0,
3007672,202504,47385,"spiceland, in",270000.0,
3007126,202504,45744,"lowell, oh",185000.0,
3007603,202504,92116,"san diego, ca",1172500.0,
3007592,202504,51242,"lester, ia",785000.0,
3007593,202504,37051,"cumberland furnace, tn",528238.0,
3007594,202504,97539,"shady cove, or",490000.0,
3007595,202504,18407,"carbondale, pa",215000.0,
3007596,202504,75493,"winfield, tx",82500.0,
3007597,202504,46543,"millersburg, in",306250.0,
3007598,202504,33830,"bartow, fl",331500.0,
3007599,202504,95987,"williams, ca",454750.0,
3007600,202504,7087,"union city, nj",491000.0,
3007601,202504,75246,"dallas, tx",522000.0,
3007602,202504,56071,"new prague, mn",458450.0,
3007604,202504,14894,"wellsburg, ny",130900.0,
3007617,202504,11727,"coram, ny",513972.0,
3007605,202504,30747,"summerville, ga",222400.0,
3007606,202504,74425,"canadian, ok",179900.0,
3007607,202504,12502,"ancram, ny",606225.0,
3007608,202504,61379,"wyanet, il",270000.0,
3007609,202504,33301,"fort lauderdale, fl",1262000.0,
3007610,202504,78101,"adkins, tx",566220.0,
3007611,202504,93207,"california hot springs, ca",190000.0,
3007612,202504,95818,"sacramento, ca",718500.0,
3007613,202504,91107,"pasadena, ca",1712425.0,
3007614,202504,74937,"heavener, ok",196800.0,
3007615,202504,90066,"los angeles, ca",2093000.0,
3007591,202504,7747,"matawan, nj",550728.0,
3007590,202504,14013,"basom, ny",167450.0,
3007589,202504,46290,"indianapolis, in",634220.0,
3007588,202504,88338,"lincoln, nm",634000.0,
3007565,202504,15535,"clearville, pa",315000.0,
3007566,202504,63620,"annapolis, mo",141850.0,
3007567,202504,32112,"crescent city, fl",368000.0,
3007568,202504,94928,"rohnert park, ca",743838.0,
3007569,202504,21612,"bozman, md",720500.0,
3007570,202504,44825,"chatfield, oh",49900.0,
3007571,202504,73170,"oklahoma city, ok",343725.0,
3007572,202504,92081,"vista, ca",949000.0,
3007573,202504,95627,"esparto, ca",1147500.0,
3007574,202504,78210,"san antonio, tx",265000.0,
3007575,202504,44699,"tippecanoe, oh",238725.0,
3007576,202504,97760,"terrebonne, or",729000.0,
3007577,202504,4363,"windsor, me",558725.0,
3007578,202504,13206,"syracuse, ny",159450.0,
3007579,202504,30143,"jasper, ga",575000.0,
3007580,202504,7112,"newark, nj",499225.0,
3007581,202504,35033,"bremen, al",850000.0,
3007582,202504,21703,"frederick, md",446250.0,
3007583,202504,47831,,115000.0,
3007584,202504,56167,"round lake, mn",79900.0,
3007585,202504,93267,"strathmore, ca",318750.0,
3007586,202504,90023,"los angeles, ca",697725.0,
3007587,202504,36608,"mobile, al",299081.0,
3007616,202504,34221,"palmetto, fl",425000.0,
3007618,202504,62703,"springfield, il",87475.0,
3007671,202504,17244,"orrstown, pa",419000.0,
3007658,202504,17241,"newville, pa",285950.0,
3007647,202504,18625,,1150000.0,
3007648,202504,81222,"coaldale, co",557450.0,
3007649,202504,46227,"indianapolis, in",232500.0,
3007650,202504,32404,"panama city, fl",344900.0,
3007651,202504,45833,"delphos, oh",158500.0,
3007652,202504,15801,"du bois, pa",322400.0,
3007653,202504,48506,"flint, mi",80450.0,
3007654,202504,63868,,82400.0,
3007655,202504,44707,"canton, oh",141975.0,
3007656,202504,51237,"george, ia",225000.0,
3007657,202504,11957,"orient, ny",2250000.0,
3007659,202504,62943,"grantsburg, il",224800.0,
3007619,202504,6606,"bridgeport, ct",399725.0,
3007660,202504,79252,"quanah, tx",64375.0,
3007661,202504,5472,"new haven, vt",1487250.0,
3007662,202504,47521,"celestine, in",389000.0,
3007663,202504,32401,"panama city, fl",270975.0,
3007664,202504,5751,"killington, vt",641950.0,
3007665,202504,56630,"blackduck, mn",309900.0,
3007666,202504,21661,"rock hall, md",383750.0,
3007667,202504,70657,"ragley, la",324250.0,
3007668,202504,68640,"genoa, ne",177450.0,
3007669,202504,97018,"columbia city, or",655000.0,
3007670,202504,84098,"park city, ut",1572500.0,
3007646,202504,62982,"rosiclare, il",89150.0,
3007645,202504,50046,"cambridge, ia",585000.0,
3007644,202504,46835,"fort wayne, in",308775.0,
3007643,202504,42027,"boaz, ky",341950.0,
3007620,202504,79847,"salt flat, tx",147000.0,
3007621,202504,23401,,149000.0,
3007622,202504,57793,"whitewood, sd",995813.0,
3007623,202504,50830,"afton, ia",94500.0,
3007624,202504,83857,"princeton, id",399000.0,
3007625,202504,32829,"orlando, fl",385000.0,
3007626,202504,30108,"bowdon, ga",369650.0,
3007627,202504,72569,"poughkeepsie, ar",135000.0,
3007628,202504,79021,,292250.0,
3007629,202504,46158,"mooresville, in",369175.0,
3007630,202504,49287,"tipton, mi",678700.0,
3007631,202504,34242,"sarasota, fl",1175000.0,
3007632,202504,64098,"weston, mo",335000.0,
3007633,202504,17815,"bloomsburg, pa",299950.0,
3007634,202504,49690,"williamsburg, mi",959950.0,
3007635,202504,8219,,273750.0,
3007636,202504,49419,"hamilton, mi",400447.0,
3007637,202504,2125,"dorchester, ma",681000.0,
3007638,202504,76524,"eddy, tx",329750.0,
3007639,202504,66101,"kansas city, ks",196500.0,
3007640,202504,62571,"tower hill, il",79375.0,
3007641,202504,47303,"muncie, in",134900.0,
3007642,202504,67104,"medicine lodge, ks",215000.0,
3007781,202504,95388,"winton, ca",468725.0,
3007782,202504,57428,"bowdle, sd",269000.0,
3007783,202504,5874,"westfield, vt",324450.0,
3007932,202504,71837,"fouke, ar",299700.0,
3007921,202504,22209,"arlington, va",523200.0,
3007922,202504,63377,"silex, mo",598750.0,
3007923,202504,48744,"mayville, mi",199950.0,
3007924,202504,2152,"winthrop, ma",665704.0,
3007925,202504,78727,"austin, tx",491249.0,
3007926,202504,83469,"shoup, id",450000.0,
3007927,202504,41139,"flatwoods, ky",236725.0,
3007928,202504,74533,"caney, ok",225000.0,
3007929,202504,95111,"san jose, ca",1012500.0,
3007930,202504,57349,"howard, sd",532000.0,
3007931,202504,24630,"north tazewell, va",184975.0,
3007933,202504,31796,"warwick, ga",414500.0,
3007946,202504,77657,"lumberton, tx",424975.0,
3007934,202504,86004,"flagstaff, az",778944.0,
3007935,202504,44688,"waynesburg, oh",208900.0,
3007936,202504,55793,"warba, mn",649900.0,
3007937,202504,34429,"crystal river, fl",343450.0,
3007938,202504,48306,"rochester, mi",935450.0,
3007939,202504,85050,"phoenix, az",698000.0,
3007940,202504,64036,"henrietta, mo",67563.0,
3007941,202504,61436,"gilson, il",154900.0,
3007942,202504,93549,"olancha, ca",650000.0,
3007943,202504,45638,"ironton, oh",159675.0,
3007944,202504,27278,"hillsborough, nc",455000.0,
3007920,202504,61929,"hammond, il",103950.0,
3007919,202504,28371,"parkton, nc",277249.0,
3007918,202504,70542,"gueydan, la",181125.0,
3007917,202504,18812,"brackney, pa",431800.0,
3007894,202504,7704,"fair haven, nj",1649500.0,
3007895,202504,28372,"pembroke, nc",222200.0,
3007896,202504,38260,"troy, tn",262250.0,
3007897,202504,46706,"auburn, in",389900.0,
3007898,202504,79766,"odessa, tx",441800.0,
3007899,202504,38050,,164000.0,
3007900,202504,41219,"flatgap, ky",359250.0,
3007901,202504,31709,"americus, ga",235000.0,
3007902,202504,80457,"kittredge, co",579975.0,
3007903,202504,45162,"pleasant plain, oh",319000.0,
3007904,202504,95913,"artois, ca",294500.0,
3007905,202504,18327,"delaware water gap, pa",385000.0,
3007906,202504,3048,"greenville, nh",462475.0,
3007907,202504,40069,"springfield, ky",270000.0,
3007908,202504,81418,"eckert, co",461725.0,
3007909,202504,61021,"dixon, il",260475.0,
3007910,202504,43543,"montpelier, oh",153400.0,
3007911,202504,78332,"alice, tx",232500.0,
3007912,202504,94965,"sausalito, ca",1286250.0,
3007913,202504,47660,"oakland city, in",174950.0,
3007914,202504,72176,"ward, ar",220896.0,
3007915,202504,5641,"barre, vt",330500.0,
3007916,202504,73662,"sayre, ok",174925.0,
3007945,202504,78739,"austin, tx",850000.0,
3007947,202504,85535,"eden, az",324000.0,
3007784,202504,61778,"waynesville, il",20000.0,
3007987,202504,95831,"sacramento, ca",678750.0,
3007976,202504,27298,"liberty, nc",419675.0,
3007977,202504,60518,"earlville, il",329225.0,
3007978,202504,83632,"indian valley, id",530000.0,
3007979,202504,60467,"orland park, il",419750.0,
3007980,202504,55008,"cambridge, mn",353968.0,
3007981,202504,27055,"yadkinville, nc",303900.0,
3007982,202504,35446,"buhl, al",319900.0,
3007983,202504,30456,"sardis, ga",108725.0,
3007984,202504,39160,"sallis, ms",70950.0,
3007985,202504,35592,"vernon, al",134900.0,
3007986,202504,77090,"houston, tx",282000.0,
3007988,202504,80918,"colorado springs, co",462425.0,
3007948,202504,72752,"pettigrew, ar",200500.0,
3007989,202504,95562,"rio dell, ca",361750.0,
3007990,202504,74114,"tulsa, ok",465375.0,
3007991,202504,4348,"jefferson, me",574000.0,
3007992,202504,74442,"indianola, ok",280000.0,
3007993,202504,24605,"bluefield, va",191450.0,
3007994,202504,68322,"bruning, ne",290000.0,
3007995,202504,61821,"champaign, il",209950.0,
3007996,202504,15459,"markleysburg, pa",95000.0,
3007997,202504,62550,"moweaqua, il",229375.0,
3007998,202504,18942,"ottsville, pa",717500.0,
3007999,202504,53094,"watertown, wi",369900.0,
3007975,202504,17771,"trout run, pa",351950.0,
3007974,202504,99571,"cold bay, ak",130750.0,
3007973,202504,97632,"malin, or",640000.0,
3007972,202504,31318,,303088.0,
3007949,202504,68869,"ravenna, ne",194500.0,
3007950,202504,80438,"empire, co",305000.0,
3007951,202504,2763,"attleboro falls, ma",437400.0,
3007952,202504,65673,,1139500.0,
3007953,202504,52748,"eldridge, ia",323125.0,
3007954,202504,73122,"oklahoma city, ok",231250.0,
3007955,202504,60123,"elgin, il",302175.0,
3007956,202504,92365,"newberry springs, ca",234975.0,
3007957,202504,54487,"tomahawk, wi",418000.0,
3007958,202504,20674,"piney point, md",514900.0,
3007959,202504,55360,"mayer, mn",434025.0,
3007960,202504,56724,"gatzke, mn",268950.0,
3007961,202504,43149,"rockbridge, oh",692000.0,
3007962,202504,71302,"alexandria, la",127000.0,
3007963,202504,67731,"bird city, ks",379963.0,
3007964,202504,16930,"liberty, pa",232463.0,
3007965,202504,28560,"new bern, nc",322830.0,
3007966,202504,29560,"lake city, sc",172975.0,
3007967,202504,40153,,289000.0,
3007968,202504,46767,"ligonier, in",314200.0,
3007969,202504,28731,"flat rock, nc",600500.0,
3007970,202504,97049,"rhododendron, or",662444.0,
3007971,202504,23323,"chesapeake, va",527500.0,
3007893,202504,23076,"hudgins, va",476213.0,
3007892,202504,44443,"new springfield, oh",289475.0,
3007891,202504,58046,"hope, nd",70000.0,
3007823,202504,60481,"wilmington, il",289950.0,
3007812,202504,99337,"kennewick, wa",523725.0,
3007813,202504,80132,"monument, co",749475.0,
3007814,202504,12583,"tivoli, ny",506725.0,
3007815,202504,61410,"abingdon, il",70925.0,
3007816,202504,97118,"garibaldi, or",481975.0,
3007817,202504,21663,"saint michaels, md",749500.0,
3007818,202504,23888,"wakefield, va",358000.0,
3007819,202504,1463,"pepperell, ma",444450.0,
3007820,202504,28670,"ronda, nc",277000.0,
3007821,202504,76013,"arlington, tx",382450.0,
3007822,202504,6360,"norwich, ct",311225.0,
3007824,202504,26159,"paden city, wv",111550.0,
3007890,202504,89704,"washoe valley, nv",1319000.0,
3007825,202504,6519,"new haven, ct",314900.0,
3007826,202504,54110,"brillion, wi",302400.0,
3007827,202504,32771,"sanford, fl",399575.0,
3007828,202504,57745,"hill city, sd",699900.0,
3007829,202504,3055,"milford, nh",559200.0,
3007830,202504,34453,"inverness, fl",295675.0,
3007831,202504,10075,"new york, ny",1806497.0,
3007832,202504,44230,"doylestown, oh",334725.0,
3007833,202504,8002,"cherry hill, nj",493200.0,
3007834,202504,18823,"harford, pa",218125.0,
3007835,202504,34606,"spring hill, fl",309675.0,
3007811,202504,57221,"bryant, sd",160000.0,
3007810,202504,10547,"mohegan lake, ny",629000.0,
3007809,202504,90005,"los angeles, ca",937000.0,
3007808,202504,93621,"dunlap, ca",1370000.0,
3007785,202504,53210,"milwaukee, wi",197900.0,
3007786,202504,71964,"pearcy, ar",249900.0,
3007787,202504,33598,"wimauma, fl",389250.0,
3007788,202504,98843,"orondo, wa",824000.0,
3007789,202504,47968,"new ross, in",444948.0,
3007790,202504,13661,"mannsville, ny",201950.0,
3007791,202504,85348,"salome, az",232250.0,
3007792,202504,8555,"roosevelt, nj",499000.0,
3007793,202504,78055,"medina, tx",565000.0,
3007794,202504,19904,"dover, de",408038.0,
3007795,202504,99126,"evans, wa",592250.0,
3007796,202504,62032,"fillmore, il",460000.0,
3007797,202504,49071,"mattawan, mi",374900.0,
3007798,202504,60448,"mokena, il",427450.0,
3007799,202504,50440,"grafton, ia",62400.0,
3007800,202504,63136,"saint louis, mo",100350.0,
3007801,202504,8045,"lawnside, nj",312500.0,
3007802,202504,32427,"caryville, fl",417500.0,
3007803,202504,75928,"bon wier, tx",255000.0,
3007804,202504,97641,"christmas valley, or",324975.0,
3007805,202504,96750,"kealakekua, hi",4200000.0,
3007806,202504,27534,"goldsboro, nc",277375.0,
3007807,202504,12566,"pine bush, ny",489500.0,
3007836,202504,78064,"pleasanton, tx",350000.0,
3007837,202504,24368,"rural retreat, va",277000.0,
3007838,202504,38006,"bells, tn",276450.0,
3007865,202504,7111,"irvington, nj",431200.0,
3007867,202504,28134,"pineville, nc",472950.0,
3007868,202504,7512,"totowa, nj",598963.0,
3007869,202504,19122,"philadelphia, pa",349675.0,
3007870,202504,72121,"pangburn, ar",431200.0,
3007871,202504,53233,"milwaukee, wi",239900.0,
3007872,202504,2122,"dorchester, ma",726000.0,
3007873,202504,96054,"lookout, ca",252250.0,
3007874,202504,67054,"greensburg, ks",175000.0,
3007875,202504,62367,"plymouth, il",73900.0,
3007876,202504,73024,"corn, ok",147450.0,
3007877,202504,51501,"council bluffs, ia",222000.0,
3007878,202504,34105,"naples, fl",430750.0,
3007879,202504,15552,"meyersdale, pa",220000.0,
3007880,202504,50649,"kesley, ia",249900.0,
3007881,202504,68128,"la vista, ne",392000.0,
3007882,202504,54832,"drummond, wi",149000.0,
3007883,202504,53944,"lyndon station, wi",435075.0,
3007884,202504,2113,"boston, ma",1011250.0,
3007885,202504,47967,"new richmond, in",550000.0,
3007886,202504,85545,"roosevelt, az",695000.0,
3007887,202504,79086,"sunray, tx",145375.0,
3007888,202504,54106,"black creek, wi",876200.0,
3007889,202504,20016,"washington, dc",1062475.0,
3007866,202504,17067,"myerstown, pa",396788.0,
3007864,202504,77859,"hearne, tx",222000.0,
3007839,202504,85716,"tucson, az",379500.0,
3007863,202504,49507,"grand rapids, mi",240113.0,
3007840,202504,94550,"livermore, ca",1292475.0,
3007841,202504,80222,"denver, co",593694.0,
3007842,202504,7733,"holmdel, nj",1449500.0,
3007843,202504,76401,"stephenville, tx",355000.0,
3007844,202504,77356,"montgomery, tx",380294.0,
3007845,202504,30251,"luthersville, ga",363500.0,
3007846,202504,46582,"warsaw, in",350950.0,
3007847,202504,46383,"valparaiso, in",381999.0,
3007848,202504,56465,"merrifield, mn",725000.0,
3007849,202504,45505,"springfield, oh",146875.0,
3007850,202504,30139,"fairmount, ga",381975.0,
3007851,202504,97045,"oregon city, or",750000.0,
3007852,202504,63964,"silva, mo",187125.0,
3007853,202504,36006,"billingsley, al",135900.0,
3007854,202504,60970,"watseka, il",146150.0,
3007855,202504,10533,"irvington, ny",2474250.0,
3007856,202504,68325,"byron, ne",149000.0,
3007857,202504,85193,"casa grande, az",278123.0,
3007858,202504,83449,"swan valley, id",1250000.0,
3007859,202504,84773,"teasdale, ut",942500.0,
3007860,202504,28631,"grassy creek, nc",472125.0,
3007861,202504,42051,"hickory, ky",244900.0,
3007862,202504,94801,"richmond, ca",585000.0,
3007564,202504,33812,"lakeland, fl",392475.0,
3007563,202504,8054,"mount laurel, nj",438000.0,
3007562,202504,30471,"twin city, ga",199999.0,
3007274,202504,72539,"glencoe, ar",848000.0,
3007263,202504,56519,"borup, mn",267500.0,
3007264,202504,34110,"naples, fl",779950.0,
3007265,202504,16146,"sharon, pa",55000.0,
3007266,202504,26451,"west milford, wv",162400.0,
3007267,202504,92404,"san bernardino, ca",542450.0,
3007268,202504,76652,"kopperl, tx",165000.0,
3007269,202504,39581,"pascagoula, ms",140175.0,
3007270,202504,72058,"greenbrier, ar",325448.0,
3007271,202504,45013,"hamilton, oh",319875.0,
3007272,202504,49837,"gladstone, mi",415950.0,
3007273,202504,54555,"phillips, wi",324950.0,
3007275,202504,50621,"conrad, ia",221000.0,
3007288,202504,77049,"houston, tx",289425.0,
3007276,202504,78009,"castroville, tx",592853.0,
3007277,202504,4443,"guilford, me",310950.0,
3007278,202504,83644,"middleton, id",687454.0,
3007279,202504,98591,"toledo, wa",655500.0,
3007280,202504,97479,"sutherlin, or",463750.0,
3007281,202504,44667,"orrville, oh",239900.0,
3007282,202504,83217,"bancroft, id",650000.0,
3007283,202504,76040,"euless, tx",390000.0,
3007284,202504,37917,"knoxville, tn",319450.0,
3007285,202504,97368,"otis, or",684500.0,
3007286,202504,8812,"dunellen, nj",642500.0,
3007262,202504,22125,"occoquan, va",761500.0,
3007261,202504,63103,"saint louis, mo",156125.0,
3007260,202504,81236,"nathrop, co",832500.0,
3007259,202504,95655,"mather, ca",666000.0,
3007236,202504,4430,"east millinocket, me",89000.0,
3007237,202504,30101,"acworth, ga",536250.0,
3007238,202504,65351,"sweet springs, mo",48498.0,
3007239,202504,31815,"lumpkin, ga",73250.0,
3007240,202504,48622,"farwell, mi",274975.0,
3007241,202504,53563,"milton, wi",427400.0,
3007242,202504,72055,"gillett, ar",279000.0,
3007243,202504,71362,"plaucheville, la",224900.0,
3007244,202504,11226,"brooklyn, ny",699000.0,
3007245,202504,62957,"mc clure, il",64900.0,
3007246,202504,32796,"titusville, fl",309675.0,
3007247,202504,47102,"austin, in",179925.0,
3007248,202504,77364,"pointblank, tx",291175.0,
3007249,202504,53035,"iron ridge, wi",469900.0,
3007250,202504,11436,"jamaica, ny",699250.0,
3007251,202504,59013,,1749900.0,
3007252,202504,54494,"wisconsin rapids, wi",264375.0,
3007253,202504,7750,"monmouth beach, nj",1850000.0,
3007254,202504,5456,"ferrisburgh, vt",17362250.0,
3007255,202504,18109,"allentown, pa",260000.0,
3007256,202504,61101,"rockford, il",232847.0,
3007257,202504,75839,"elkhart, tx",277200.0,
3007258,202504,4779,"sinclair, me",340875.0,
3007287,202504,53726,"madison, wi",900000.0,
3007289,202504,52761,"muscatine, ia",197250.0,
3007343,202504,82411,"burlington, wy",840000.0,
3007329,202504,38847,"golden, ms",247474.0,
3007318,202504,78870,"knippa, tx",284950.0,
3007319,202504,83466,"north fork, id",908500.0,
3007320,202504,2199,"boston, ma",5492500.0,
3007321,202504,76251,"montague, tx",203750.0,
3007322,202504,50703,"waterloo, ia",109800.0,
3007323,202504,95348,"merced, ca",470000.0,
3007324,202504,28351,"laurel hill, nc",124975.0,
3007325,202504,75935,"center, tx",239000.0,
3007326,202504,13331,"eagle bay, ny",842500.0,
3007327,202504,35005,"adamsville, al",140925.0,
3007328,202504,67901,"liberal, ks",190000.0,
3007330,202504,94956,"point reyes station, ca",1597500.0,
3007290,202504,30458,"statesboro, ga",320275.0,
3007331,202504,48117,"carleton, mi",309675.0,
3007332,202504,78624,"fredericksburg, tx",799000.0,
3007333,202504,28073,"grover, nc",284500.0,
3007334,202504,43221,"columbus, oh",568450.0,
3007335,202504,6357,"niantic, ct",552225.0,
3007336,202504,67023,"cambridge, ks",139900.0,
3007337,202504,26408,"mount clare, wv",369000.0,
3007338,202504,57107,"sioux falls, sd",357900.0,
3007339,202504,4005,"biddeford, me",663850.0,
3007340,202504,8734,"lanoka harbor, nj",675000.0,
3007341,202504,43347,"rushsylvania, oh",208825.0,
3007317,202504,35950,"albertville, al",293000.0,
3007316,202504,8094,"williamstown, nj",399810.0,
3007315,202504,60476,"thornton, il",235150.0,
3007314,202504,16262,"worthington, pa",230000.0,
3007291,202504,56143,"jackson, mn",227225.0,
3007292,202504,39044,"braxton, ms",259475.0,
3007293,202504,43067,"raymond, oh",230000.0,
3007294,202504,16323,"franklin, pa",166500.0,
3007295,202504,70658,"reeves, la",267800.0,
3007296,202504,8056,"mickleton, nj",560000.0,
3007297,202504,30021,"clarkston, ga",351642.0,
3007298,202504,48871,"perrinton, mi",395000.0,
3007299,202504,17019,"dillsburg, pa",469990.0,
3007300,202504,19422,"blue bell, pa",831225.0,
3007301,202504,99352,"richland, wa",547450.0,
3007302,202504,67880,"ulysses, ks",188500.0,
3007303,202504,1373,"south deerfield, ma",429000.0,
3007304,202504,91916,"descanso, ca",885000.0,
3007305,202504,24343,"hillsville, va",289400.0,
3007306,202504,16664,"new enterprise, pa",267500.0,
3007307,202504,93616,"del rey, ca",872450.0,
3007308,202504,29835,"mc cormick, sc",484725.0,
3007309,202504,92625,"corona del mar, ca",5595000.0,
3007310,202504,15331,"ellsworth, pa",74700.0,
3007311,202504,78569,"lyford, tx",765000.0,
3007312,202504,87714,"cimarron, nm",242000.0,
3007313,202504,20776,"harwood, md",793500.0,
3007235,202504,56736,"mentor, mn",591500.0,
3007234,202504,93602,"auberry, ca",366200.0,
3007233,202504,73015,"carnegie, ok",135000.0,
3007165,202504,33810,"lakeland, fl",364999.0,
3007154,202504,7755,"oakhurst, nj",1137500.0,
3007155,202504,72029,"clarendon, ar",2815750.0,
3007156,202504,22043,"falls church, va",1702382.0,
3007157,202504,15012,"belle vernon, pa",244900.0,
3007158,202504,48168,"northville, mi",640000.0,
3007159,202504,85301,"glendale, az",303750.0,
3007160,202504,34452,"inverness, fl",273200.0,
3007161,202504,19131,"philadelphia, pa",199500.0,
3007162,202504,39560,"long beach, ms",320000.0,
3007163,202504,28702,"almond, nc",375000.0,
3007164,202504,10004,"new york, ny",1185000.0,
3007166,202504,3580,"franconia, nh",636950.0,
3007232,202504,2919,"johnston, ri",574100.0,
3007167,202504,34613,"brooksville, fl",359945.0,
3007168,202504,94303,"palo alto, ca",1549000.0,
3007169,202504,70452,"pearl river, la",310000.0,
3007170,202504,44441,"negley, oh",420000.0,
3007171,202504,54405,"abbotsford, wi",212500.0,
3007172,202504,55368,"norwood young america, mn",464900.0,
3007173,202504,32526,"pensacola, fl",323950.0,
3007174,202504,65742,"rogersville, mo",310725.0,
3007175,202504,54913,"appleton, wi",488675.0,
3007176,202504,40223,"louisville, ky",368461.0,
3007177,202504,6062,"plainville, ct",305000.0,
3007153,202504,12457,"mount tremper, ny",609000.0,
3007152,202504,97455,"pleasant hill, or",824000.0,
3007151,202504,21773,"myersville, md",641000.0,
3007150,202504,44064,"montville, oh",477450.0,
3007127,202504,67601,"hays, ks",254500.0,
3007128,202504,7424,"little falls, nj",599500.0,
3007129,202504,56466,"motley, mn",336400.0,
3007130,202504,50057,"columbia, ia",399000.0,
3007131,202504,68935,"edgar, ne",199000.0,
3007132,202504,89130,"las vegas, nv",419725.0,
3007133,202504,57105,"sioux falls, sd",337475.0,
3007134,202504,60468,"peotone, il",330475.0,
3007135,202504,53901,"portage, wi",359950.0,
3007136,202504,48146,"lincoln park, mi",169900.0,
3007137,202504,8869,"raritan, nj",592225.0,
3007138,202504,28763,"otto, nc",424450.0,
3007139,202504,72601,"harrison, ar",279900.0,
3007140,202504,16347,"sheffield, pa",49000.0,
3007141,202504,78580,"raymondville, tx",225000.0,
3007142,202504,28572,"pink hill, nc",320000.0,
3007143,202504,92128,"san diego, ca",861000.0,
3007144,202504,70525,"church point, la",210000.0,
3007145,202504,46787,"south whitley, in",292300.0,
3007146,202504,6029,"ellington, ct",427175.0,
3007147,202504,1803,"burlington, ma",958225.0,
3007148,202504,80447,"grand lake, co",867000.0,
3007149,202504,48875,"portland, mi",270450.0,
3007178,202504,91351,"canyon country, ca",534225.0,
3007179,202504,55763,"makinen, mn",356812.0,
3007180,202504,65501,"jadwin, mo",549900.0,
3007207,202504,12192,"west coxsackie, ny",588500.0,
3007209,202504,43014,"danville, oh",314675.0,
3007210,202504,41817,"garner, ky",175000.0,
3007211,202504,95439,"fulton, ca",2850000.0,
3007212,202504,46984,,205000.0,
3007213,202504,56037,"good thunder, mn",549000.0,
3007214,202504,50052,"clio, ia",589000.0,
3007215,202504,37715,"clairfield, tn",275000.0,
3007216,202504,80453,"idledale, co",595000.0,
3007217,202504,62803,"hoyleton, il",75000.0,
3007218,202504,58009,"blanchard, nd",275000.0,
3007219,202504,26421,"pullman, wv",224750.0,
3007220,202504,42265,"olmstead, ky",959000.0,
3007221,202504,53501,"afton, wi",335000.0,
3007222,202504,15440,"gibbon glade, pa",2495000.0,
3007223,202504,15925,"cassandra, pa",157000.0,
3007224,202504,16113,"clark, pa",110000.0,
3007225,202504,53148,,189900.0,
3007226,202504,70646,,209950.0,
3007227,202504,45771,"racine, oh",233750.0,
3007228,202504,64755,"jasper, mo",187438.0,
3007229,202504,96096,"whitmore, ca",1492175.0,
3007230,202504,76707,"waco, tx",229975.0,
3007231,202504,45030,"harrison, oh",383200.0,
3007208,202504,36042,"honoraville, al",247450.0,
3007206,202504,30141,"hiram, ga",370000.0,
3007181,202504,32810,"orlando, fl",327225.0,
3007205,202504,61741,"forrest, il",142500.0,
3007182,202504,73456,"ringling, ok",1956600.0,
3007183,202504,54847,"iron river, wi",377000.0,
3007184,202504,77663,"village mills, tx",207250.0,
3007185,202504,77503,"pasadena, tx",243750.0,
3007186,202504,49286,"tecumseh, mi",273500.0,
3007187,202504,65630,"chestnutridge, mo",909975.0,
3007188,202504,61030,"forreston, il",214900.0,
3007189,202504,77708,"beaumont, tx",222450.0,
3007190,202504,85304,"glendale, az",449945.0,
3007191,202504,15922,"belsano, pa",69900.0,
3007192,202504,62974,"pittsburg, il",292000.0,
3007193,202504,97707,"bend, or",742500.0,
3007194,202504,1516,"douglas, ma",999900.0,
3007195,202504,7430,"mahwah, nj",797000.0,
3007196,202504,83311,"albion, id",430000.0,
3007197,202504,73095,"wayne, ok",487500.0,
3007198,202504,80218,"denver, co",475500.0,
3007199,202504,84770,"saint george, ut",577000.0,
3007200,202504,52140,"dorchester, ia",312000.0,
3007201,202504,23389,,574850.0,
3007202,202504,67230,"wichita, ks",419921.0,
3007203,202504,61450,"la harpe, il",88450.0,
3007204,202504,82639,"kaycee, wy",65000.0,
3007342,202504,57744,"hermosa, sd",931250.0,
3007344,202504,22172,"triangle, va",499225.0,
3007561,202504,63460,"novelty, mo",91250.0,
3007493,202504,12992,"west chazy, ny",258000.0,
3007482,202504,2127,"south boston, ma",998000.0,
3007483,202504,72645,"leslie, ar",191000.0,
3007484,202504,76238,"era, tx",825000.0,
3007485,202504,92201,"indio, ca",612500.0,
3007486,202504,4530,"bath, me",589950.0,
3007487,202504,25125,"lizemores, wv",382500.0,
3007488,202504,29609,"greenville, sc",457500.0,
3007489,202504,29655,"iva, sc",400708.0,
3007490,202504,52645,"new london, ia",261725.0,
3007491,202504,48081,"saint clair shores, mi",275000.0,
3007492,202504,17582,"washington boro, pa",361750.0,
3007494,202504,50854,"mount ayr, ia",156125.0,
3007507,202504,94102,"san francisco, ca",799666.0,
3007495,202504,49236,"clinton, mi",361938.0,
3007496,202504,21204,"towson, md",671225.0,
3007497,202504,28768,"pisgah forest, nc",602500.0,
3007498,202504,23919,"bracey, va",359975.0,
3007499,202504,28312,"fayetteville, nc",354950.0,
3007500,202504,58771,"plaza, nd",359950.0,
3007501,202504,48906,"lansing, mi",156200.0,
3007502,202504,65764,"tunas, mo",407475.0,
